Liga,Temporada,Jornada,Equipo,Cambios realizados defensa partido,Cambio jugador lesion partido,Titulares cambiados respecto jornada anterior,,,
Serie A,Temporada2019,Jornada 7,Sassuolo,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2019,Jornada 7,Milan,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 7,Lazio,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2019,Jornada 7,Genoa,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 7,Sampdoria,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 7,Roma,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 7,Parma,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2019,Jornada 7,Torino,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 7,SPAL,0,0,7,"0,3058762","-0,2655138","0,3251036"
Serie A,Temporada2019,Jornada 7,Udinese,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 7,Bologna,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 7,Cagliari,1,0,6,"0,2187403","-0,1783779","0,4122395"
Serie A,Temporada2019,Jornada 7,Atalanta,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2019,Jornada 7,Empoli,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 7,Frosinone,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2019,Jornada 7,Chievo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 8,Juventus,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 8,Napoli,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2019,Jornada 8,Inter,0,0,7,"0,3058762","-0,2655138","0,3251036"
Serie A,Temporada2019,Jornada 8,Milan,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 8,Lazio,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 8,Sampdoria,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 8,Roma,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 8,Parma,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 8,Fiorentina,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2019,Jornada 8,Sassuolo,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 8,Torino,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 8,Genoa,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 8,Cagliari,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2019,Jornada 8,SPAL,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 8,Udinese,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 8,Bologna,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2019,Jornada 8,Atalanta,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2019,Jornada 8,Empoli,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 8,Frosinone,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 8,Chievo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 9,Juventus,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 9,Napoli,0,1,4,"-0,0917658","0,1321282","0,7227456"
Serie A,Temporada2019,Jornada 9,Inter,0,1,3,"-0,1354624","0,1758248","0,7664422"
Serie A,Temporada2019,Jornada 9,Lazio,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 9,Sampdoria,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 9,Milan,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 9,Fiorentina,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 9,Roma,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 9,Sassuolo,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 9,Parma,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 9,Torino,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 9,Genoa,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 9,SPAL,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2019,Jornada 9,Cagliari,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 9,Atalanta,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 9,Bologna,2,0,5,"0,1316044","-0,091242","0,4993754"
Serie A,Temporada2019,Jornada 9,Udinese,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2019,Jornada 9,Empoli,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 9,Frosinone,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 9,Chievo,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 10,Juventus,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2019,Jornada 10,Inter,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 10,Napoli,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2019,Jornada 10,Milan,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 10,Lazio,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 10,Fiorentina,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 10,Sampdoria,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 10,Roma,1,1,5,"-0,0915085","0,1318709","0,7224883"
Serie A,Temporada2019,Jornada 10,Sassuolo,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 10,Torino,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2019,Jornada 10,Genoa,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2019,Jornada 10,Parma,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 10,Cagliari,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 10,Atalanta,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 10,SPAL,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2019,Jornada 10,Bologna,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 10,Udinese,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 10,Empoli,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 10,Frosinone,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 10,Chievo,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 11,Juventus,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 11,Inter,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2019,Jornada 11,Napoli,0,0,7,"0,3058762","-0,2655138","0,3251036"
Serie A,Temporada2019,Jornada 11,Milan,0,1,3,"-0,1354624","0,1758248","0,7664422"
Serie A,Temporada2019,Jornada 11,Lazio,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 11,Sassuolo,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 11,Torino,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2019,Jornada 11,Fiorentina,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 11,Roma,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 11,Atalanta,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2019,Jornada 11,Sampdoria,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 11,Parma,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 11,Genoa,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 11,Cagliari,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2019,Jornada 11,SPAL,1,0,6,"0,2187403","-0,1783779","0,4122395"
Serie A,Temporada2019,Jornada 11,Bologna,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 11,Udinese,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 11,Empoli,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 11,Frosinone,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2019,Jornada 11,Chievo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 12,Juventus,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 12,Napoli,1,0,7,"0,2624369","-0,2220745","0,3685429"
Serie A,Temporada2019,Jornada 12,Inter,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2019,Jornada 12,Lazio,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 12,Milan,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 12,Roma,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 12,Sassuolo,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 12,Atalanta,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 12,Parma,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2019,Jornada 12,Fiorentina,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 12,Torino,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2019,Jornada 12,Sampdoria,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2019,Jornada 12,Cagliari,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 12,Genoa,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 12,SPAL,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2019,Jornada 12,Bologna,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2019,Jornada 12,Udinese,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2019,Jornada 12,Empoli,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 12,Frosinone,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2019,Jornada 12,Chievo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 13,Juventus,1,0,6,"0,2187403","-0,1783779","0,4122395"
Serie A,Temporada2019,Jornada 13,Napoli,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2019,Jornada 13,Inter,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2019,Jornada 13,Lazio,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 13,Milan,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 13,Parma,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2019,Jornada 13,Roma,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 13,Sassuolo,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 13,Fiorentina,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 13,Atalanta,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2019,Jornada 13,Torino,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 13,Sampdoria,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 13,Cagliari,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 13,Genoa,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2019,Jornada 13,SPAL,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 13,Udinese,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 13,Empoli,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 13,Bologna,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 13,Frosinone,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 13,Chievo,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 14,Juventus,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2019,Jornada 14,Napoli,1,0,6,"0,2187403","-0,1783779","0,4122395"
Serie A,Temporada2019,Jornada 14,Inter,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 14,Milan,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 14,Lazio,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2019,Jornada 14,Torino,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 14,Parma,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 14,Roma,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2019,Jornada 14,Sassuolo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 14,Sampdoria,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 14,Fiorentina,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 14,Atalanta,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 14,Cagliari,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 14,Genoa,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 14,SPAL,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 14,Udinese,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 14,Empoli,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2019,Jornada 14,Bologna,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 14,Frosinone,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 14,Chievo,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2019,Jornada 15,Juventus,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 15,Napoli,0,0,7,"0,3058762","-0,2655138","0,3251036"
Serie A,Temporada2019,Jornada 15,Inter,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 15,Milan,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 15,Lazio,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 15,Torino,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 15,Parma,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 15,Atalanta,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2019,Jornada 15,Roma,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 15,Sassuolo,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2019,Jornada 15,Sampdoria,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 15,Fiorentina,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 15,Cagliari,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 15,Empoli,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2019,Jornada 15,Genoa,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 15,SPAL,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 15,Udinese,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 15,Bologna,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 15,Frosinone,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2019,Jornada 15,Chievo,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 16,Juventus,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 16,Napoli,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2019,Jornada 16,Inter,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 16,Milan,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 16,Lazio,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 16,Atalanta,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 16,Roma,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 16,Sassuolo,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 16,Sampdoria,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 16,Fiorentina,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2019,Jornada 16,Torino,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2019,Jornada 16,Parma,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2019,Jornada 16,Cagliari,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2019,Jornada 16,Empoli,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2019,Jornada 16,SPAL,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2019,Jornada 16,Genoa,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 16,Udinese,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 16,Bologna,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 16,Frosinone,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 16,Chievo,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2019,Jornada 17,Juventus,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 17,Napoli,1,0,8,"0,3061335","-0,2657711","0,3248463"
Serie A,Temporada2019,Jornada 17,Inter,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 17,Lazio,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 17,Milan,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 17,Sampdoria,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 17,Fiorentina,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 17,Sassuolo,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 17,Atalanta,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2019,Jornada 17,Roma,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 17,Torino,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2019,Jornada 17,Parma,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 17,Genoa,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 17,Cagliari,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2019,Jornada 17,Empoli,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 17,SPAL,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2019,Jornada 17,Udinese,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2019,Jornada 17,Bologna,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 17,Frosinone,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 17,Chievo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 18,Juventus,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 18,Napoli,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2019,Jornada 18,Inter,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 18,Lazio,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 18,Sampdoria,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 18,Milan,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2019,Jornada 18,Roma,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 18,Torino,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 18,Parma,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 18,Fiorentina,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2019,Jornada 18,Atalanta,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2019,Jornada 18,Sassuolo,1,0,6,"0,2187403","-0,1783779","0,4122395"
Serie A,Temporada2019,Jornada 18,Cagliari,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2019,Jornada 18,Genoa,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 18,SPAL,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2019,Jornada 18,Empoli,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2019,Jornada 18,Udinese,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 18,Bologna,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 18,Frosinone,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2019,Jornada 18,Chievo,1,0,6,"0,2187403","-0,1783779","0,4122395"
Serie A,Temporada2019,Jornada 19,Juventus,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2019,Jornada 19,Napoli,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2019,Jornada 19,Inter,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 19,Lazio,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 19,Milan,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 19,Roma,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 19,Sampdoria,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 19,Atalanta,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 19,Torino,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2019,Jornada 19,Fiorentina,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 19,Parma,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 19,Sassuolo,1,0,8,"0,3061335","-0,2657711","0,3248463"
Serie A,Temporada2019,Jornada 19,Cagliari,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2019,Jornada 19,Genoa,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 19,Udinese,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2019,Jornada 19,SPAL,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2019,Jornada 19,Empoli,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2019,Jornada 19,Bologna,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 19,Frosinone,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 19,Chievo,1,1,7,"-0,0041153","0,0444777","0,6350951"
Serie A,Temporada2019,Jornada 20,Juventus,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2019,Jornada 20,Napoli,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 20,Inter,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 20,Milan,1,1,4,"-0,1352051","0,1755675","0,7661849"
Serie A,Temporada2019,Jornada 20,Roma,1,1,2,"-0,2225983","0,2629607","0,8535781"
Serie A,Temporada2019,Jornada 20,Lazio,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2019,Jornada 20,Atalanta,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 20,Sampdoria,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 20,Parma,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2019,Jornada 20,Fiorentina,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 20,Torino,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 20,Sassuolo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 20,Cagliari,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 20,Genoa,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2019,Jornada 20,Udinese,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2019,Jornada 20,SPAL,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2019,Jornada 20,Empoli,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2019,Jornada 20,Bologna,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2019,Jornada 20,Frosinone,1,0,5,"0,1750437","-0,1346813","0,4559361"
